1,362132
2,329592
3,335080
4,662258
5,351228
6,279370
7,148148
8,144428
9,76620
10,162118
11,127568
12,164928
13,239780
14,257220
15,317574
16,223910
17,221298
18,371134
19,242722
20,302746
21,369828
22,383152
23,423322
24,503728
25,582762
26,383482
27,498504
28,467542
29,198568
30,286942
31,145008
32,166168
33,278644
34,109086
35,175508
36,161274
37,135338
38,114442
39,188898
40,204966
41,251864
42,255848
43,231944
44,202420
45,238474
46,310780
47,322930
48,234886
49,363034
50,356372
51,404576
52,373746
53,348338
54,188898
