1,6270222
2,7650126
3,7654356
4,8388126
5,8490708
6,7863696
7,7599618
8,8265456
9,7292322
10,5750190
11,5619474
12,5790690
13,6030108
14,7582284
15,7306794
16,7595190
17,7683516
18,6913476
19,5909922
20,5380488
21,5878656
22,5164380
23,4387662
24,3105306
25,5332284
26,5966010
27,4581756
28,3095136
29,3028698
30,2632086
31,2740914
32,988092
33,1001466
34,1667880
35,1730358
36,4266
37,1440
38,0
39,0
40,1707588
41,507456
42,525906
43,367542
44,294012
45,515988
46,989478
47,1145880
48,1089882
49,966870
50,2417202
51,1627038
52,1019178
53,489168
54,470718
55,886932
56,1799172
57,497646
58,1440
59,0
60,131598
61,65214
62,27090
63,0
64,0
65,694242
66,1440
67,1440
68,0
69,388080
70,73584
71,0
72,1440
73,8586
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,10080
82,936774
83,1333188
84,2069442
85,1957842
86,4035402
87,1119600
88,6017004
89,6100722
90,6549678
91,6383232
92,6299514
93,3883482
