1,6592674
2,6266934
3,5736996
4,5436810
5,5054958
6,6696216
7,6142050
8,5252472
9,7884288
10,5234958
11,3818088
12,4848444
13,4617864
14,2773170
15,3158370
16,3232620
17,4011282
18,1051902
19,59832
20,0
21,0
22,1440
23,0
24,0
25,0
26,1440
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1530108
36,10187442
37,11077092
38,9539298
39,10584198
40,9360792
41,9969984
42,9964116
43,8705088
44,8013942
45,6217632
46,7937316
47,8176860
48,8021430
49,6309666
50,2877588
51,3117186
52,3011652
53,4255038
54,3016494
55,3013452
56,3694176
57,2169684
58,780750
59,74016
60,111708
61,1440
62,0
63,923310
64,4155300
65,7390530
66,8613792
67,9079092
68,7965396
69,8564724
70,8190018
71,8520534
72,8453304
73,9556686
74,10496178
75,9977400
76,8832078
77,8763570
78,6038118
79,6075558
80,6512292
81,6574950
82,2811294
83,2038068
84,1523322
85,1672002
86,4076802
87,5658966
88,6170058
89,7877394
90,8712666
91,9570186
92,11795526
93,11652408
94,11966742
95,9688122
96,1442430
97,11448018
98,11236320
