1,2532630
2,2471310
3,2566854
4,2800854
5,2646104
6,2729884
7,2803968
8,2454934
9,1990400
10,2142648
11,3192282
12,3523698
13,4068180
14,5358024
15,4211964
16,4159134
17,4601592
18,6182802
19,5870772
20,4376394
21,5178744
22,3929616
23,3774258
24,5357070
25,4483386
26,5770458
27,5673060
28,5826924
29,6780258
30,6444378
31,6691032
32,6419430
33,5992110
34,6212592
35,5643306
36,6532632
37,6275700
38,6091740
39,5686884
40,6518952
41,6171336
42,5850252
43,5602986
44,5633928
45,6239556
46,5239278
47,4701294
48,4663800
49,4093596
50,4849344
51,4638834
52,3042558
53,2854386
54,1365012
55,916956
56,440712
57,204336
58,1847070
59,942984
60,935334
61,484902
62,717750
63,1408644
64,3800862
65,5181084
66,3906216
67,4286610
68,3537756
69,2691432
70,3149640
71,3819906
72,4813812
73,4538628
74,4394340
75,5816862
76,5378850
77,5672682
78,6045426
79,6134400
80,5891670
81,5348484
82,5257584
83,4504122
84,6011568
85,5068188
86,4621860
87,4873032
88,5512140
89,2985048
90,2880
91,0
92,1440
93,88200
94,5667138
95,5946894
96,5539932
97,5378472
98,5361192
99,6012954
100,4947840
