1,6449808
2,6360966
3,6454350
4,7183476
5,6472602
6,6352380
7,6855552
8,6804036
9,6542802
10,6938208
11,6835554
12,7117686
13,7698114
14,6904782
15,6273774
16,6067980
17,4710240
18,5771520
19,6688098
20,6922818
21,7106994
22,6008634
23,4920588
24,2731986
25,1843578
26,2197980
27,1321056
28,1217430
29,644706
30,975384
31,2660580
32,4174272
33,2222676
34,1936278
35,1080306
36,1702782
37,4424076
38,7060914
39,7906662
40,8079210
41,7514694
42,6394590
43,6512940
44,6845994
45,7387182
46,7163442
47,7620786
48,6205446
49,6915348
50,6648804
51,7436898
52,6996942
53,5754942
54,5522670
55,5545746
56,5568156
57,4536522
58,2825802
59,2772000
60,2954934
61,2197944
62,1749744
63,936144
64,1780200
65,1184760
66,651816
67,158580
68,9918
69,0
70,0
71,190602
72,373302
73,1440
74,1440
75,96732
76,1440
77,0
78,0
79,31302
80,4320
81,0
82,0
83,0
84,0
85,0
86,529272
87,718848
88,1471032
89,1560348
90,940572
91,2904192
92,6423966
93,6599862
94,6551586
95,6195582
96,5484654
97,7384338
98,7815276
99,6847920
100,6972588
