1,5456784
2,6359184
3,6424902
4,7386156
5,7112376
6,7447662
7,6633000
8,6619644
9,6928722
10,6756444
11,6658884
12,6615126
13,6732432
14,6072444
15,6604452
16,6644646
17,6259014
18,6632604
19,6852690
20,6711282
21,6556158
22,6471558
23,6489612
24,6828606
25,7609464
26,6972066
27,6771888
28,6425712
29,6593994
30,6653754
31,6470118
32,6260184
33,6488064
34,6447510
35,7049700
36,6486750
37,6509178
38,6151104
39,6400062
40,6338124
41,7054416
42,6649560
43,6309342
44,6212412
45,6137622
46,6195960
47,7306830
48,7665102
49,7210044
50,7526304
51,7464762
52,6713100
53,7173414
54,7335630
55,8337582
56,11041722
57,11490048
58,11260044
59,10733040
60,10112976
61,9228042
62,7197156
63,6383970
64,6934644
65,6714414
66,7540956
67,7029342
68,6803406
69,6661980
70,6474690
71,6597036
72,6574032
73,6480396
74,6033546
75,6993576
76,6890832
77,6436692
78,6151464
79,6252300
80,5716242
81,6312456
82,6726258
83,6372252
84,6300810
85,6455934
86,3093336
87,1772676
88,1362978
89,1166094
90,4645134
91,2631114
92,2203938
93,2016216
94,2501208
95,2430378
96,6896178
97,7615476
98,7452486
99,7248348
100,7275168
