1,4953522
2,6045392
3,26602
4,277708
5,735106
6,1635170
7,3175262
8,4773518
9,3784434
10,3999954
11,3745710
12,3969252
13,3858744
14,3981318
15,4269018
16,3902700
17,3971430
18,4879360
19,6285992
20,6032898
21,5085584
22,5456086
23,6515360
24,6651262
25,6244600
26,6406728
27,6819744
28,5686528
29,5451684
30,5278508
31,5829982
32,5096010
33,5197336
34,5049706
35,4403128
36,4758822
37,5150882
38,4343392
39,4720654
40,5180000
41,4792710
42,4334814
43,4744606
44,4804116
45,5689346
46,5724612
47,4959296
48,5829850
49,6961246
50,9725852
51,9229524
52,9673676
53,9093894
54,8573520
55,8550688
56,9119742
57,9552026
58,8582936
59,8092726
60,9294426
61,9781224
62,9719706
63,10827998
64,7232306
65,7950470
66,8899198
67,9040634
68,9079104
69,10225706
70,7644314
71,10917796
72,10770100
73,9586094
74,7578224
75,8017700
76,8669190
77,8929844
78,9361166
79,10206796
80,8641192
81,8746026
82,7977034
83,9816178
84,8377814
85,7182808
86,7084272
87,7237576
88,7299848
89,8698224
90,7758102
91,6588858
92,8789718
93,7825040
94,7786966
95,7961518
96,8166452
97,6580704
98,7490284
99,6359114
100,6457094
