1,6345372
2,6492168
3,6332796
4,6178158
5,6487380
6,6431004
7,6718626
8,7024356
9,6796170
10,6853302
11,6877872
12,6930666
13,6957666
14,6471270
15,5756976
16,5075478
17,5477040
18,5333760
19,5550768
20,6150438
21,6090750
22,6953976
23,5958144
24,4846248
25,5236578
26,4078422
27,1870182
28,1570068
29,1256616
30,1780830
31,5540742
32,5345586
33,5450886
34,5509314
35,5627250
36,5571432
37,5600682
38,5844816
39,5798142
40,5319810
41,4283514
42,4644558
43,5388984
44,4802922
45,4142448
46,4213836
47,4313394
48,5369724
49,3044736
50,3720132
51,2294244
52,2159928
53,938790
54,456642
55,664218
56,817362
57,457560
58,739512
59,686952
60,410256
61,2880
62,0
63,1440
64,79182
65,0
66,395910
67,1536120
68,4153410
69,3745566
70,4291290
71,4431942
72,2895318
73,3582450
74,3837114
75,3826980
76,3888576
77,3702096
78,4045104
79,3271194
80,2999844
81,2747808
82,3846492
83,3427254
84,2617812
85,3283308
86,3913290
87,1940886
88,1758474
89,1803798
90,1946538
91,3017970
92,3635046
93,1834740
94,1006992
95,278470
96,578438
97,1236960
98,899154
99,271944
100,95724
