1,589304
2,1361176
3,2918112
4,5733934
5,3731862
6,4821876
7,3786696
8,4831652
9,4560006
10,3973296
11,3473820
12,2447132
13,2163088
14,3471208
15,2159816
16,2820020
17,2605112
18,2902436
19,3824894
20,2930772
21,3594074
22,3489118
23,2168122
24,2598250
25,2324538
26,2904746
27,3024822
28,3611834
29,3465120
30,3171894
31,3855540
32,3375858
33,4189296
34,3793588
35,4857602
36,3683984
37,2105700
38,2508876
39,1916536
40,1429830
41,1671142
42,1720726
43,1952866
44,2143312
45,1439002
46,1452944
47,2338198
48,1744566
49,3801930
50,3832746
51,4158820
52,4781936
53,4207150
54,4410368
55,3788740
56,2653292
57,3581660
58,3067468
59,2029334
60,2111026
61,2449960
62,1905846
63,2505134
64,2260796
65,2072980
66,1425192
67,1015728
68,666170
69,760210
70,1031640
71,1023486
72,568972
73,424104
74,679452
75,651898
76,632564
77,709834
78,582782
79,665642
80,234940
81,446558
82,508274
83,362416
84,325228
85,157010
86,238456
87,273570
88,251408
89,251342
90,212740
91,294252
92,302472
93,185912
94,30382
95,1414
96,1414
97,0
98,0
99,1414
100,0
