1,1906184
2,3839486
3,6351148
4,9455092
5,6590836
6,4979940
7,5029882
8,4979808
9,5434904
10,5250850
11,4711528
12,4596570
13,4600238
14,4014980
15,4628754
16,4500306
17,5045672
18,4934466
19,4816022
20,4836382
21,4990904
22,3192734
23,4233648
24,3315572
25,3994798
26,4033956
27,4335908
28,3387310
29,4048680
30,3966414
31,4017714
32,4303876
33,4623890
34,4298522
35,5554198
36,8304306
37,6352910
38,7389880
39,7822740
40,6396472
41,7456838
42,6752598
43,6265168
44,7237878
45,6419698
46,2705304
47,4027536
48,4534374
49,2678592
50,3686538
51,5498902
52,5883006
53,5067776
54,3950154
55,4667166
56,3672636
57,3140616
58,6298568
59,7019304
60,6985274
61,7653948
62,5601868
63,6477276
64,7209334
65,6870098
66,5176578
67,5899446
68,5118266
69,5359888
70,5529708
71,6347962
72,3815860
73,5370134
74,4992430
75,5656146
76,4890868
77,3207962
78,3684184
79,5049150
80,4932958
81,4565548
82,5202992
83,3195686
84,3079504
85,1346018
86,3535394
87,3877588
88,4290292
89,4260910
90,3961362
91,3755880
92,4435198
93,4388226
94,4354224
95,4278142
96,4032324
97,4894980
98,4694220
99,4340302
100,1792226
