1,1613412
2,3516116
3,6115136
4,10263770
5,9093216
6,9872162
7,9083440
8,7445884
9,8244108
10,7878790
11,6088232
12,5877962
13,7028956
14,5764418
15,6461740
16,8002364
17,8106828
18,7220184
19,6495252
20,6968418
21,7368530
22,9002768
23,8817790
24,2596176
25,107388
26,393448
27,1013588
28,2140616
29,3728808
30,7141944
31,7782714
32,7853716
33,7722714
34,8412872
35,8627892
36,8862972
37,8844326
38,8964534
39,7216498
40,6844440
41,5830150
42,7658020
43,8614582
44,10485144
45,8054708
46,7021574
47,5472554
48,5771122
49,6066428
50,4660718
51,4423396
52,2921014
53,4785556
54,5181584
55,5067532
56,5353770
57,5296900
58,5515596
59,5766428
60,6064308
61,5016742
62,5818010
63,5799402
64,6477540
65,7058160
66,6932108
67,5592780
68,5408058
69,5587606
70,6200032
71,6655042
72,3823610
73,4398018
74,3730118
75,3894536
76,5865294
77,6701364
78,6935586
79,5289168
80,8664534
81,6164322
82,4624030
83,4568914
84,4576596
85,4349406
86,4679836
87,4410744
88,4244602
89,5424526
90,4229340
91,4342158
92,4147470
93,4383548
94,5250842
95,5295580
96,5431238
97,5050790
98,5551294
99,5775110
100,5857564
