1,2609426
2,5859864
3,9607068
4,2466296
5,46002
6,254896
7,612758
8,1203968
9,2239982
10,4698916
11,4368768
12,5141644
13,5207460
14,4338472
15,4434180
16,4555160
17,4693618
18,4744908
19,4565058
20,4845650
21,4471772
22,4770266
23,4850268
24,5434650
25,6119934
26,6527878
27,4169632
28,4301982
29,4233582
30,4283732
31,4512212
32,4658136
33,4645768
34,4422292
35,4499694
36,4967536
37,5176362
38,4384144
39,4772264
40,5197204
41,5158140
42,5296504
43,5120990
44,5238360
45,5385104
46,5473516
47,5468416
48,3963076
49,3559818
50,3109944
51,3132984
52,2889042
53,3407212
54,4047606
55,3551438
56,3421464
57,3295836
58,4068504
59,5288594
60,5230122
61,5110470
62,6115626
63,5764722
64,4810488
65,4960022
66,5251652
67,5485224
68,5154172
69,5776448
70,5912426
71,5137854
72,5781086
73,6189228
74,6952620
75,7592364
76,8760250
77,9759194
78,11130120
79,9832438
80,10119176
81,8052060
82,6507950
83,6692268
84,5305430
85,5863842
86,5676904
87,4809640
88,4816088
89,5269082
90,5056682
91,5283476
92,5298502
93,5368212
94,5528030
95,5990564
96,5802748
97,6405512
98,5952546
99,5363960
100,5296108
