1,6188214
2,6331626
3,6797268
4,6937956
5,6775092
6,6662448
7,6570504
8,6697818
9,5917698
10,6318810
11,6083928
12,6036588
13,6356304
14,6398316
15,6048666
16,7013556
17,6389910
18,7025238
19,6851934
20,6123564
21,6127794
22,6298794
23,6430194
24,6114726
25,6272658
26,6523542
27,6752988
28,6333948
29,6053868
30,6624432
31,6508998
32,6206670
33,6336540
34,6183846
35,6065838
36,6157836
37,5655762
38,6696414
39,5955858
40,5533956
41,7118946
42,5897736
43,6483924
44,6788412
45,6313356
46,6400926
47,5354892
48,5170680
49,5114844
50,5551434
51,5220828
52,5725296
53,5405868
54,5652324
55,5068188
56,4949082
57,5202144
58,4598532
59,6232554
60,5780844
61,5558634
62,4746024
63,4821552
64,5846040
65,5391864
66,5025240
67,4339080
68,3981258
69,3956400
70,4475088
71,3931236
72,3694410
73,3489624
74,1590318
75,906228
76,304470
77,604944
78,9972
79,1440
80,0
81,1440
82,0
83,0
84,0
85,86382
86,1104606
87,964044
88,2231082
89,5800464
90,7257168
91,6403806
92,6314130
93,6425550
94,7249572
95,7050906
96,6785550
97,6507900
98,6165684
99,6498468
100,6768774
