1,1359440
2,3156558
3,5407266
4,7335660
5,7393548
6,6845420
7,5802900
8,5337330
9,4223986
10,4722944
11,3744796
12,5029392
13,5091146
14,4985002
15,4589784
16,5045606
17,5028270
18,5435640
19,5500118
20,5181744
21,5215228
22,5386914
23,5321220
24,4987246
25,5061348
26,5122508
27,5344900
28,5246656
29,4990262
30,4098952
31,4700500
32,4790654
33,5200344
34,5430842
35,4847516
36,5365346
37,5462996
38,5457274
39,5240274
40,4783302
41,5258694
42,5540266
43,5392900
44,5446424
45,5516718
46,4516530
47,4959372
48,5299850
49,5565840
50,5592866
51,5571760
52,4436440
53,3406078
54,4184290
55,3976670
56,4490890
57,4470632
58,4416882
59,4551154
60,2099050
61,25320
62,182368
63,376104
64,698918
65,1201536
66,2010736
67,2902248
68,5231140
69,4742946
70,5281732
71,4364800
72,4463562
73,4769464
74,4794444
75,5139938
76,5096396
77,4811432
78,4787478
79,4799940
80,4350726
81,4591782
82,4697794
83,5110866
84,5041580
85,4880348
86,5346672
87,4499214
88,4680694
89,4430908
90,4923966
91,5402958
92,5007230
93,5011990
94,5281770
95,5110828
96,5069860
97,5093860
98,4211156
99,4667798
100,4853096
